# tracer: function
#
# entries-in-buffer/entries-written: 9051/50520961   #P:8
#
#                                _-----=> irqs-off/BH-disabled
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| / _-=> migrate-disable
#                              |||| /     delay
#           TASK-PID     CPU#  |||||  TIMESTAMP  FUNCTION
#              | |         |   |||||     |         |
            nano-11521   [005] d..2. 13597.757107: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757107: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757107: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757107: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757107: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757107: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757107: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757107: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757107: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757107: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757107: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757107: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757107: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757108: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757108: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757108: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757108: _raw_spin_unlock_irqrestore <-release_pages
            nano-11521   [005] ...1. 13597.757108: __mem_cgroup_uncharge_list <-release_pages
            nano-11521   [005] ...1. 13597.757108: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757108: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757108: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757108: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757108: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757108: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757108: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757108: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757108: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757108: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757109: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757109: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757109: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757109: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757109: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757110: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757110: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757110: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757110: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757110: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757110: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757110: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757111: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757111: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757111: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757111: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757111: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757112: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757112: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757112: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757112: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757112: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757113: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757113: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757113: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757113: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757113: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757114: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757114: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757114: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757114: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757114: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757115: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757115: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757115: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757115: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757115: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757116: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757116: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757116: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757116: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.757116: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.757116: __rcu_read_lock <-uncharge_folio
